Season;date;N;N7;age;flu_pick
2019-2020;2020-01-07;104;373;Between 15 and 64;
2019-2020;2020-01-07;99;421;Older than 64;
2019-2020;2020-01-08;248;1196;Total;
2019-2020;2020-01-08;53;262;Younger than 15;
2019-2020;2020-01-08;91;438;Between 15 and 64;
2019-2020;2020-01-08;104;496;Older than 64;
2019-2020;2020-01-09;210;1178;Total;
2019-2020;2020-01-09;55;270;Younger than 15;
2019-2020;2020-01-09;74;420;Between 15 and 64;
2019-2020;2020-01-09;81;488;Older than 64;
2019-2020;2020-01-10;211;1155;Total;
2019-2020;2020-01-10;43;244;Younger than 15;
2019-2020;2020-01-10;74;434;Between 15 and 64;
2019-2020;2020-01-10;94;477;Older than 64;
2019-2020;2020-01-11;65;1142;Total;
2019-2020;2020-01-11;8;238;Younger than 15;
2019-2020;2020-01-11;21;423;Between 15 and 64;
2019-2020;2020-01-11;36;481;Older than 64;
2019-2020;2020-01-12;63;1125;Total;
2019-2020;2020-01-12;5;234;Younger than 15;
2019-2020;2020-01-12;26;417;Between 15 and 64;
2019-2020;2020-01-12;32;474;Older than 64;
2019-2020;2020-01-13;271;1330;Total;
2019-2020;2020-01-13;59;282;Younger than 15;
2019-2020;2020-01-13;126;516;Between 15 and 64;
2019-2020;2020-01-13;86;532;Older than 64;
2019-2020;2020-01-14;236;1304;Total;
2019-2020;2020-01-14;61;284;Younger than 15;
2019-2020;2020-01-14;93;505;Between 15 and 64;
2019-2020;2020-01-14;82;515;Older than 64;
2019-2020;2020-01-15;204;1260;Total;
2019-2020;2020-01-15;37;268;Younger than 15;
2019-2020;2020-01-15;86;500;Between 15 and 64;
2019-2020;2020-01-15;81;492;Older than 64;
2019-2020;2020-01-16;200;1250;Total;
2019-2020;2020-01-16;44;257;Younger than 15;
2019-2020;2020-01-16;82;508;Between 15 and 64;
2019-2020;2020-01-16;74;485;Older than 64;
2019-2020;2020-01-17;211;1250;Total;
2019-2020;2020-01-17;53;267;Younger than 15;
2019-2020;2020-01-17;64;498;Between 15 and 64;
2019-2020;2020-01-17;94;485;Older than 64;
2019-2020;2020-01-18;60;1245;Total;
2019-2020;2020-01-18;8;267;Younger than 15;
2019-2020;2020-01-18;32;509;Between 15 and 64;
2019-2020;2020-01-18;20;469;Older than 64;
2019-2020;2020-01-19;51;1233;Total;
2019-2020;2020-01-19;14;276;Younger than 15;
2019-2020;2020-01-19;19;502;Between 15 and 64;
2019-2020;2020-01-19;18;455;Older than 64;
2019-2020;2020-01-20;239;1201;Total;
2019-2020;2020-01-20;52;269;Younger than 15;
2019-2020;2020-01-20;109;485;Between 15 and 64;
2019-2020;2020-01-20;78;447;Older than 64;
2019-2020;2020-01-21;178;1143;Total;
2019-2020;2020-01-21;61;269;Younger than 15;
2019-2020;2020-01-21;66;458;Between 15 and 64;
2019-2020;2020-01-21;51;416;Older than 64;
2019-2020;2020-01-22;212;1151;Total;
2019-2020;2020-01-22;61;293;Younger than 15;
2019-2020;2020-01-22;73;445;Between 15 and 64;
2019-2020;2020-01-22;77;412;Older than 64;
2019-2020;2020-01-23;197;1148;Total;
2019-2020;2020-01-23;53;302;Younger than 15;
2019-2020;2020-01-23;74;437;Between 15 and 64;
2019-2020;2020-01-23;70;408;Older than 64;
2019-2020;2020-01-24;245;1182;Total;
2019-2020;2020-01-24;77;326;Younger than 15;
2019-2020;2020-01-24;91;464;Between 15 and 64;
2019-2020;2020-01-24;77;391;Older than 64;
2019-2020;2020-01-25;72;1194;Total;
2019-2020;2020-01-25;19;337;Younger than 15;
2019-2020;2020-01-25;33;465;Between 15 and 64;
2019-2020;2020-01-25;20;391;Older than 64;
2019-2020;2020-01-26;65;1208;Total;
2019-2020;2020-01-26;17;340;Younger than 15;
2019-2020;2020-01-26;31;477;Between 15 and 64;
2019-2020;2020-01-26;17;390;Older than 64;
2019-2020;2020-01-27;334;1303;Total;
2019-2020;2020-01-27;78;366;Younger than 15;
2019-2020;2020-01-27;147;515;Between 15 and 64;
2019-2020;2020-01-27;109;421;Older than 64;
2019-2020;2020-01-28;256;1381;Total;
2019-2020;2020-01-28;91;396;Younger than 15;
2019-2020;2020-01-28;89;538;Between 15 and 64;
2019-2020;2020-01-28;76;446;Older than 64;
2019-2020;2020-01-29;217;1386;Total;
2019-2020;2020-01-29;54;389;Younger than 15;
2019-2020;2020-01-29;86;551;Between 15 and 64;
2019-2020;2020-01-29;77;446;Older than 64;
2019-2020;2020-01-30;223;1412;Total;
2019-2020;2020-01-30;61;397;Younger than 15;
2019-2020;2020-01-30;86;563;Between 15 and 64;
2019-2020;2020-01-30;76;452;Older than 64;
2019-2020;2020-01-31;229;1396;Total;
2019-2020;2020-01-31;64;384;Younger than 15;
2019-2020;2020-01-31;81;553;Between 15 and 64;
2019-2020;2020-01-31;84;459;Older than 64;
2019-2020;2020-02-01;68;1392;Total;
2019-2020;2020-02-01;14;379;Younger than 15;
2019-2020;2020-02-01;32;552;Between 15 and 64;
2019-2020;2020-02-01;22;461;Older than 64;
2019-2020;2020-02-02;62;1389;Total;
2019-2020;2020-02-02;12;374;Younger than 15;
2019-2020;2020-02-02;25;546;Between 15 and 64;
2019-2020;2020-02-02;25;469;Older than 64;
2019-2020;2020-02-03;314;1369;Total;1
2019-2020;2020-02-03;88;384;Younger than 15;1
2019-2020;2020-02-03;144;543;Between 15 and 64;1
2019-2020;2020-02-03;82;442;Older than 64;1
2019-2020;2020-02-04;284;1397;Total;
2019-2020;2020-02-04;85;378;Younger than 15;
2019-2020;2020-02-04;106;560;Between 15 and 64;
2019-2020;2020-02-04;93;459;Older than 64;
2019-2020;2020-02-05;249;1429;Total;
2019-2020;2020-02-05;69;393;Younger than 15;
2019-2020;2020-02-05;88;562;Between 15 and 64;
2019-2020;2020-02-05;92;474;Older than 64;
2019-2020;2020-02-06;240;1446;Total;
2019-2020;2020-02-06;57;389;Younger than 15;
2019-2020;2020-02-06;95;571;Between 15 and 64;
2019-2020;2020-02-06;88;486;Older than 64;
2019-2020;2020-02-07;233;1450;Total;
2019-2020;2020-02-07;68;393;Younger than 15;
2019-2020;2020-02-07;90;580;Between 15 and 64;
2019-2020;2020-02-07;75;477;Older than 64;
2019-2020;2020-02-08;59;1441;Total;
2019-2020;2020-02-08;12;391;Younger than 15;
2019-2020;2020-02-08;24;572;Between 15 and 64;
2019-2020;2020-02-08;23;478;Older than 64;
2019-2020;2020-02-09;66;1445;Total;
2019-2020;2020-02-09;17;396;Younger than 15;
2019-2020;2020-02-09;24;571;Between 15 and 64;
2019-2020;2020-02-09;25;478;Older than 64;
2019-2020;2020-02-10;297;1428;Total;
2019-2020;2020-02-10;75;383;Younger than 15;
2019-2020;2020-02-10;134;561;Between 15 and 64;
2019-2020;2020-02-10;88;484;Older than 64;
2019-2020;2020-02-11;238;1382;Total;
2019-2020;2020-02-11;60;358;Younger than 15;
2019-2020;2020-02-11;97;552;Between 15 and 64;
2019-2020;2020-02-11;81;472;Older than 64;
2019-2020;2020-02-12;252;1385;Total;
2019-2020;2020-02-12;76;365;Younger than 15;
2019-2020;2020-02-12;104;568;Between 15 and 64;
2019-2020;2020-02-12;72;452;Older than 64;
2019-2020;2020-02-13;223;1368;Total;
2019-2020;2020-02-13;64;372;Younger than 15;
2019-2020;2020-02-13;92;565;Between 15 and 64;
2019-2020;2020-02-13;67;431;Older than 64;
2019-2020;2020-02-14;258;1393;Total;
2019-2020;2020-02-14;94;398;Younger than 15;
2019-2020;2020-02-14;96;571;Between 15 and 64;
2019-2020;2020-02-14;68;424;Older than 64;
2019-2020;2020-02-15;54;1388;Total;
2019-2020;2020-02-15;18;404;Younger than 15;
2019-2020;2020-02-15;18;565;Between 15 and 64;
2019-2020;2020-02-15;18;419;Older than 64;
2019-2020;2020-02-16;65;1387;Total;
2019-2020;2020-02-16;20;407;Younger than 15;
2019-2020;2020-02-16;24;565;Between 15 and 64;
2019-2020;2020-02-16;21;415;Older than 64;
2019-2020;2020-02-17;301;1391;Total;
2019-2020;2020-02-17;99;431;Younger than 15;
2019-2020;2020-02-17;119;550;Between 15 and 64;
2019-2020;2020-02-17;83;410;Older than 64;
2019-2020;2020-02-18;233;1386;Total;
2019-2020;2020-02-18;70;441;Younger than 15;
2019-2020;2020-02-18;83;536;Between 15 and 64;
2019-2020;2020-02-18;80;409;Older than 64;
2019-2020;2020-02-19;211;1345;Total;
2019-2020;2020-02-19;59;424;Younger than 15;
2019-2020;2020-02-19;80;512;Between 15 and 64;
2019-2020;2020-02-19;72;409;Older than 64;
2019-2020;2020-02-20;196;1318;Total;
2019-2020;2020-02-20;70;430;Younger than 15;
2019-2020;2020-02-20;60;480;Between 15 and 64;
2019-2020;2020-02-20;66;408;Older than 64;
2019-2020;2020-02-21;225;1285;Total;
2019-2020;2020-02-21;76;412;Younger than 15;
2019-2020;2020-02-21;80;464;Between 15 and 64;
2019-2020;2020-02-21;69;409;Older than 64;
2019-2020;2020-02-22;55;1286;Total;
2019-2020;2020-02-22;19;413;Younger than 15;
2019-2020;2020-02-22;18;464;Between 15 and 64;
2019-2020;2020-02-22;18;409;Older than 64;
2019-2020;2020-02-23;52;1273;Total;
2019-2020;2020-02-23;11;404;Younger than 15;
2019-2020;2020-02-23;22;462;Between 15 and 64;
2019-2020;2020-02-23;19;407;Older than 64;
2019-2020;2020-02-24;264;1236;Total;
2019-2020;2020-02-24;83;388;Younger than 15;
2019-2020;2020-02-24;101;444;Between 15 and 64;
2019-2020;2020-02-24;80;404;Older than 64;
2019-2020;2020-02-25;220;1223;Total;
2019-2020;2020-02-25;65;383;Younger than 15;
2019-2020;2020-02-25;89;450;Between 15 and 64;
2019-2020;2020-02-25;66;390;Older than 64;
2019-2020;2020-02-26;189;1201;Total;
2019-2020;2020-02-26;66;390;Younger than 15;
2019-2020;2020-02-26;63;433;Between 15 and 64;
2019-2020;2020-02-26;60;378;Older than 64;
2019-2020;2020-02-27;211;1216;Total;
2019-2020;2020-02-27;70;390;Younger than 15;
2019-2020;2020-02-27;73;446;Between 15 and 64;
2019-2020;2020-02-27;68;380;Older than 64;
2019-2020;2020-02-28;230;1221;Total;
2019-2020;2020-02-28;82;396;Younger than 15;
2019-2020;2020-02-28;75;441;Between 15 and 64;
2019-2020;2020-02-28;73;384;Older than 64;
2019-2020;2020-02-29;51;1217;Total;
2019-2020;2020-02-29;11;388;Younger than 15;
2019-2020;2020-02-29;25;448;Between 15 and 64;
2019-2020;2020-02-29;15;381;Older than 64;
2019-2020;2020-03-01;54;1219;Total;
2019-2020;2020-03-01;9;386;Younger than 15;
2019-2020;2020-03-01;25;451;Between 15 and 64;
2019-2020;2020-03-01;19;381;Older than 64;
2019-2020;2020-03-02;284;1239;Total;
2019-2020;2020-03-02;63;366;Younger than 15;
2019-2020;2020-03-02;118;468;Between 15 and 64;
2019-2020;2020-03-02;102;403;Older than 64;
2019-2020;2020-03-03;237;1256;Total;
2019-2020;2020-03-03;59;360;Younger than 15;
2019-2020;2020-03-03;89;468;Between 15 and 64;
2019-2020;2020-03-03;87;424;Older than 64;
2019-2020;2020-03-04;240;1307;Total;
2019-2020;2020-03-04;53;347;Younger than 15;
2019-2020;2020-03-04;89;494;Between 15 and 64;
2019-2020;2020-03-04;96;460;Older than 64;
2019-2020;2020-03-05;224;1320;Total;
2019-2020;2020-03-05;55;332;Younger than 15;
2019-2020;2020-03-05;83;504;Between 15 and 64;
2019-2020;2020-03-05;83;475;Older than 64;
2019-2020;2020-03-06;237;1327;Total;
2019-2020;2020-03-06;65;315;Younger than 15;
2019-2020;2020-03-06;89;518;Between 15 and 64;
2019-2020;2020-03-06;81;483;Older than 64;
2019-2020;2020-03-07;81;1357;Total;
2019-2020;2020-03-07;15;319;Younger than 15;
2019-2020;2020-03-07;37;530;Between 15 and 64;
2019-2020;2020-03-07;28;496;Older than 64;
2019-2020;2020-03-08;65;1368;Total;
2019-2020;2020-03-08;15;325;Younger than 15;
2019-2020;2020-03-08;28;533;Between 15 and 64;
2019-2020;2020-03-08;21;498;Older than 64;
2019-2020;2020-03-09;320;1404;Total;
2019-2020;2020-03-09;82;344;Younger than 15;
2019-2020;2020-03-09;146;561;Between 15 and 64;
2019-2020;2020-03-09;91;487;Older than 64;
2019-2020;2020-03-10;276;1443;Total;
2019-2020;2020-03-10;69;354;Younger than 15;
2019-2020;2020-03-10;102;574;Between 15 and 64;
2019-2020;2020-03-10;101;501;Older than 64;
2019-2020;2020-03-11;287;1490;Total;
2019-2020;2020-03-11;69;370;Younger than 15;
2019-2020;2020-03-11;124;609;Between 15 and 64;
2019-2020;2020-03-11;93;498;Older than 64;
2019-2020;2020-03-12;263;1529;Total;
2019-2020;2020-03-12;41;356;Younger than 15;
2019-2020;2020-03-12;131;657;Between 15 and 64;
2019-2020;2020-03-12;88;503;Older than 64;
2019-2020;2020-03-13;297;1589;Total;
2019-2020;2020-03-13;50;341;Younger than 15;
2019-2020;2020-03-13;155;723;Between 15 and 64;
2019-2020;2020-03-13;90;512;Older than 64;
2019-2020;2020-03-14;104;1612;Total;
2019-2020;2020-03-14;11;337;Younger than 15;
2019-2020;2020-03-14;62;748;Between 15 and 64;
2019-2020;2020-03-14;29;513;Older than 64;
2019-2020;2020-03-15;90;1637;Total;
2019-2020;2020-03-15;11;333;Younger than 15;
2019-2020;2020-03-15;42;762;Between 15 and 64;
2019-2020;2020-03-15;37;529;Older than 64;
2019-2020;2020-03-16;331;1648;Total;
2019-2020;2020-03-16;31;282;Younger than 15;
2019-2020;2020-03-16;191;807;Between 15 and 64;
2019-2020;2020-03-16;105;543;Older than 64;
2019-2020;2020-03-17;257;1629;Total;
2019-2020;2020-03-17;39;252;Younger than 15;
2019-2020;2020-03-17;115;820;Between 15 and 64;
2019-2020;2020-03-17;101;543;Older than 64;
2019-2020;2020-03-18;309;1651;Total;
2019-2020;2020-03-18;31;214;Younger than 15;
2019-2020;2020-03-18;150;846;Between 15 and 64;
2019-2020;2020-03-18;126;576;Older than 64;
2019-2020;2020-03-19;291;1679;Total;
2019-2020;2020-03-19;25;198;Younger than 15;
2019-2020;2020-03-19;140;855;Between 15 and 64;
2019-2020;2020-03-19;124;612;Older than 64;
2019-2020;2020-03-20;397;1779;Total;
2019-2020;2020-03-20;32;180;Younger than 15;
2019-2020;2020-03-20;211;911;Between 15 and 64;
2019-2020;2020-03-20;154;676;Older than 64;
2019-2020;2020-03-21;182;1857;Total;
2019-2020;2020-03-21;6;175;Younger than 15;
2019-2020;2020-03-21;92;941;Between 15 and 64;
2019-2020;2020-03-21;81;728;Older than 64;
2019-2020;2020-03-22;204;1971;Total;
2019-2020;2020-03-22;8;172;Younger than 15;
2019-2020;2020-03-22;113;1012;Between 15 and 64;
2019-2020;2020-03-22;82;773;Older than 64;
2019-2020;2020-03-23;627;2267;Total;
2019-2020;2020-03-23;14;155;Younger than 15;
2019-2020;2020-03-23;369;1190;Between 15 and 64;
2019-2020;2020-03-23;240;908;Older than 64;
2019-2020;2020-03-24;503;2513;Total;
2019-2020;2020-03-24;22;138;Younger than 15;
2019-2020;2020-03-24;261;1336;Between 15 and 64;
2019-2020;2020-03-24;216;1023;Older than 64;
2019-2020;2020-03-25;592;2796;Total;
2019-2020;2020-03-25;13;120;Younger than 15;
2019-2020;2020-03-25;286;1472;Between 15 and 64;
2019-2020;2020-03-25;292;1189;Older than 64;
2019-2020;2020-03-26;691;3196;Total;
2019-2020;2020-03-26;12;107;Younger than 15;
2019-2020;2020-03-26;397;1729;Between 15 and 64;
2019-2020;2020-03-26;275;1340;Older than 64;
2019-2020;2020-03-27;755;3554;Total;
2019-2020;2020-03-27;17;92;Younger than 15;
2019-2020;2020-03-27;438;1956;Between 15 and 64;
2019-2020;2020-03-27;295;1481;Older than 64;
2019-2020;2020-03-28;365;3737;Total;
2019-2020;2020-03-28;3;89;Younger than 15;
2019-2020;2020-03-28;213;2077;Between 15 and 64;
2019-2020;2020-03-28;143;1543;Older than 64;
2019-2020;2020-03-29;309;3842;Total;
2019-2020;2020-03-29;5;86;Younger than 15;
2019-2020;2020-03-29;187;2151;Between 15 and 64;
2019-2020;2020-03-29;113;1574;Older than 64;
2019-2020;2020-03-30;847;4062;Total;
2019-2020;2020-03-30;15;87;Younger than 15;
2019-2020;2020-03-30;495;2277;Between 15 and 64;
2019-2020;2020-03-30;330;1664;Older than 64;
2019-2020;2020-03-31;662;4221;Total;
2019-2020;2020-03-31;12;77;Younger than 15;
2019-2020;2020-03-31;412;2428;Between 15 and 64;
2019-2020;2020-03-31;236;1684;Older than 64;
2019-2020;2020-04-01;565;4194;Total;
2019-2020;2020-04-01;7;71;Younger than 15;
2019-2020;2020-04-01;351;2493;Between 15 and 64;
2019-2020;2020-04-01;204;1596;Older than 64;
2019-2020;2020-04-02;555;4058;Total;
2019-2020;2020-04-02;17;76;Younger than 15;
2019-2020;2020-04-02;335;2431;Between 15 and 64;
2019-2020;2020-04-02;200;1521;Older than 64;
2019-2020;2020-04-03;568;3871;Total;
2019-2020;2020-04-03;12;71;Younger than 15;
2019-2020;2020-04-03;356;2349;Between 15 and 64;
2019-2020;2020-04-03;195;1421;Older than 64;
2019-2020;2020-04-04;248;3754;Total;
2019-2020;2020-04-04;2;70;Younger than 15;
2019-2020;2020-04-04;155;2291;Between 15 and 64;
2019-2020;2020-04-04;88;1366;Older than 64;
2019-2020;2020-04-05;162;3607;Total;
2019-2020;2020-04-05;4;69;Younger than 15;
2019-2020;2020-04-05;103;2207;Between 15 and 64;
2019-2020;2020-04-05;55;1308;Older than 64;
2019-2020;2020-04-06;584;3344;Total;
2019-2020;2020-04-06;17;71;Younger than 15;
2019-2020;2020-04-06;364;2076;Between 15 and 64;
2019-2020;2020-04-06;199;1177;Older than 64;
2019-2020;2020-04-07;490;3172;Total;
2019-2020;2020-04-07;10;69;Younger than 15;
2019-2020;2020-04-07;284;1948;Between 15 and 64;
2019-2020;2020-04-07;190;1131;Older than 64;
2019-2020;2020-04-08;502;3109;Total;
2019-2020;2020-04-08;7;69;Younger than 15;
2019-2020;2020-04-08;320;1917;Between 15 and 64;
2019-2020;2020-04-08;172;1099;Older than 64;
2019-2020;2020-04-09;484;3038;Total;
2019-2020;2020-04-09;12;64;Younger than 15;
2019-2020;2020-04-09;298;1880;Between 15 and 64;
2019-2020;2020-04-09;166;1065;Older than 64;
2019-2020;2020-04-10;334;2804;Total;
2019-2020;2020-04-10;2;54;Younger than 15;
2019-2020;2020-04-10;196;1720;Between 15 and 64;
2019-2020;2020-04-10;132;1002;Older than 64;
2019-2020;2020-04-11;186;2742;Total;
2019-2020;2020-04-11;3;55;Younger than 15;
2019-2020;2020-04-11;98;1663;Between 15 and 64;
2019-2020;2020-04-11;81;995;Older than 64;
2019-2020;2020-04-12;154;2734;Total;
2019-2020;2020-04-12;2;53;Younger than 15;
2019-2020;2020-04-12;91;1651;Between 15 and 64;
2019-2020;2020-04-12;59;999;Older than 64;
2019-2020;2020-04-13;263;2413;Total;
2019-2020;2020-04-13;8;44;Younger than 15;
2019-2020;2020-04-13;147;1434;Between 15 and 64;
2019-2020;2020-04-13;106;906;Older than 64;
2019-2020;2020-04-14;436;2359;Total;
2019-2020;2020-04-14;13;47;Younger than 15;
2019-2020;2020-04-14;243;1393;Between 15 and 64;
2019-2020;2020-04-14;179;895;Older than 64;
2019-2020;2020-04-15;347;2204;Total;
2019-2020;2020-04-15;14;54;Younger than 15;
2019-2020;2020-04-15;211;1284;Between 15 and 64;
2019-2020;2020-04-15;121;844;Older than 64;
2019-2020;2020-04-16;321;2041;Total;
2019-2020;2020-04-16;9;51;Younger than 15;
2019-2020;2020-04-16;191;1177;Between 15 and 64;
2019-2020;2020-04-16;119;797;Older than 64;
2019-2020;2020-04-17;335;2042;Total;
2019-2020;2020-04-17;4;53;Younger than 15;
2019-2020;2020-04-17;186;1167;Between 15 and 64;
2019-2020;2020-04-17;145;810;Older than 64;
2019-2020;2020-04-18;148;2004;Total;
2019-2020;2020-04-18;1;51;Younger than 15;
2019-2020;2020-04-18;88;1157;Between 15 and 64;
2019-2020;2020-04-18;59;788;Older than 64;
2019-2020;2020-04-19;96;1946;Total;
2019-2020;2020-04-19;1;50;Younger than 15;
2019-2020;2020-04-19;51;1117;Between 15 and 64;
2019-2020;2020-04-19;43;772;Older than 64;
2019-2020;2020-04-20;292;1975;Total;
2019-2020;2020-04-20;13;55;Younger than 15;
2019-2020;2020-04-20;169;1139;Between 15 and 64;
2019-2020;2020-04-20;107;773;Older than 64;
2019-2020;2020-04-21;252;1791;Total;
2019-2020;2020-04-21;6;48;Younger than 15;
2019-2020;2020-04-21;131;1027;Between 15 and 64;
2019-2020;2020-04-21;114;708;Older than 64;
2019-2020;2020-04-22;254;1698;Total;
2019-2020;2020-04-22;7;41;Younger than 15;
2019-2020;2020-04-22;131;947;Between 15 and 64;
2019-2020;2020-04-22;113;700;Older than 64;
2019-2020;2020-04-23;215;1592;Total;
2019-2020;2020-04-23;6;38;Younger than 15;
2019-2020;2020-04-23;122;878;Between 15 and 64;
2019-2020;2020-04-23;84;665;Older than 64;
2019-2020;2020-04-24;252;1509;Total;
2019-2020;2020-04-24;4;38;Younger than 15;
2019-2020;2020-04-24;139;831;Between 15 and 64;
2019-2020;2020-04-24;108;628;Older than 64;
2019-2020;2020-04-25;79;1440;Total;
2019-2020;2020-04-25;1;38;Younger than 15;
2019-2020;2020-04-25;40;783;Between 15 and 64;
2019-2020;2020-04-25;38;607;Older than 64;
2019-2020;2020-04-26;40;1384;Total;
2019-2020;2020-04-26;1;38;Younger than 15;
2019-2020;2020-04-26;22;754;Between 15 and 64;
2019-2020;2020-04-26;17;581;Older than 64;
2019-2020;2020-04-27;252;1344;Total;
2019-2020;2020-04-27;14;39;Younger than 15;
2019-2020;2020-04-27;146;731;Between 15 and 64;
2019-2020;2020-04-27;88;562;Older than 64;
2019-2020;2020-04-28;197;1289;Total;
2019-2020;2020-04-28;7;40;Younger than 15;
2019-2020;2020-04-28;102;702;Between 15 and 64;
2019-2020;2020-04-28;85;533;Older than 64;
2019-2020;2020-04-29;175;1210;Total;
2019-2020;2020-04-29;5;38;Younger than 15;
2019-2020;2020-04-29;100;671;Between 15 and 64;
2019-2020;2020-04-29;69;489;Older than 64;
